start_ms;bronbestand;dia
0;00.00.00.000.jpg;slides/001.jpg
5000;00.00.05.000.jpg;slides/002.jpg
30125;00.00.30.125.jpg;slides/003.jpg
47167;00.00.47.167.jpg;slides/004.jpg
